No.,Where,What,Prerequisites,Objectives,Programme,Exam,How,Language,Min. year,Professor,Other professors,Address,Tags,Might be online?,When,Code,Link,Countries
32,University Politehnica of Bucharest,Smart Grids,- Numerical methods- Basics of electrical networks- Basics of electronic,"Thiscoursepresents advanced insights into the
development of electricity networks to a new level of performance due, on the
one hand, to the penetration of renewable energy sources and solutions for
energy efficiency, and on the other hand, due to the need to take measures to
increase operation safety and to improve the quality of electricity supply to
consumers. The advanced technologies (power electronics, telecommunications,
computing technology, metering systems, automation, protection, etc.) and the
use of robust algorithms and calculation methods (optimization techniques, control
strategies, energy efficiency solutions, etc.) will allow the electricity
networks transformation into smart grids, as a way of energy transition by sustainable
development. Various smart grid concepts are presented, and references to IEEE
and CIGRE standards and recommendations are provided.","The 8-day course
consists of:- Lectures (2 hours,
daily) with interactive discussions and questions- Computer simulation
practice (2 hours, daily) with Matlab/Simulink and other software1. Introduction: What is “smart grids”?; Concepts and
trends; Interoperability; Standards.2. Smart metering: Legislation; Concepts; Technologies;
Sensors; Communication Technologies; Applications; Data analysis.3. The Microgrid concept: Definitions; Design; Operation;
Balancing algorithms; Control strategies; Local energy communities; Examples;
Simulation applications.4. Virtual Power Plant concept: Definition; Power
Market implications; Role of Energy Forecast; Optimization; Simulation
applications.5. Energy storage systems: Classification;
Applications; Examples; Modelling and simulation.6. Electrical vehicle: Charging modes; Standards and technologies;
Optimization algorithms for charging; Applications in electrical networks.7. Smart buildings: Sensors and automation;
Communication Technologies; Design; Operation algorithms.","2 hours, computer-aided",Classic ATHENS course,English,3,Assoc. Prof. Lucian Toma,": Assoc. Prof. Mihai Sanduleac, Lecturer Irina Picioroaga, Lecturer Dorian Sidea","UPB, Faculty of Energy Engineering ((If the pandemic does not allow face-to-face classes, the course will be held online). The final decision will be announced by March 5.)Bucharest, Romania",Computer useElectricity and energySoftware and applications development and analysis,Yes,March 2023,UPB014,https://register.athensnetwork.eu/courses/course-show/2715,Romania
33,University Politehnica of Bucharest,"River energy within climate change framework: from hydropower to floods, sediment transport and water temperature",Fluid Mechanics or HydraulicsNumerical Methods,"The course combines the basic
theory of Open Channel Flow, River Hydraulics and Engineering, with hands-on
experience on computer-based applications.The
course makes extensive use of simulation software HEC-RAS, a free software
available at the US Army Corps of Engineers (https://www.hec.usace.army.mil/software/hec-ras/),
used worldwide to perform calculations of river flow, flood routing, sediment
transport and temperature/water quality analysis. Additional computations are also
performed outside HEC-RAS, using problems/exercises and/or a spreadsheet
software (e.g. MS Excel).A step-by-step modelling
approach is followed to analyse a test-case of inundation following a dam-break
scenario, with emphasis on mitigating the damage: weather forecast, reservoir
operation, dam surveillance, vulnerability reduction, flood management plans.Students will have to pass a final three-hour test,
designing and performing hydraulic simulations in HEC-RAS for a given study
case; computer aided (documentation is allowed).","The five-day course consists of:Lectures (2 hours daily) with interactive discussion
and questionsComputer simulation practice (4 hours, daily) with HEC-RAS;
additional computations are performed with MS Excel.1.Introduction
to River Hydraulics and Energy in the framework of climate changeFlow
regimes, 1D and 2D flow equations, Stream Power, influence of climate change on
precipitations, river discharge, hydropower, affected urban areas2.River
flow modelingEquations,
Simplifying assumptions, Numerical methods, Data, Conditions, Results3.Types
of hydropower plants. Modeling flow over / through dam spillways.Type
of spillways and flow equations. Flood attenuation in reservoirs. Modeling
schematization of dam spillways, equations, data, results.4.River
sediment transport and modeling; River water temperature and modeling in the
climate change framework","3 hours at the end of the 5th day, computer-assisted
(documentation allowed)",Classic ATHENS course,English,3,Professor responsible: Conf. Daniela Elena Gogoașe,"Assoc.prof. Daniela Elena Gogoașe, Assoc.prof. Cristina-Sorana Ionescu","University POLITEHNICA of Bucharest, Faculty of Energy Engineering, 313 Splaiul Independentei, 060042, Bucharest, RomaniaBucharest","Architecture and town planningBuilding and civil engineeringChemical engineering and processesElectricity and energyElectronics and automationEnvironmental protection technologyFood processingMaterials (glass, paper, plastic and wood)Mechanics and metal tradesMining and extractionMotor vehicles, ships and aircraft",Yes,March 2023,UPB016,https://register.athensnetwork.eu/courses/course-show/2716,Romania
34,Istanbul Technical University,Aeroacoustics,"Fluid Mechanics, Aerodynamics, Acoustics, Compressible Flow,
Computational Aerodynamics, Computational Fluid Dynamics.","To understand the theory of aerodynamic noise generation; understand
prediction and control of jet noise emissions, boundary layer noise, rotor
noise and other common aerodynamic noise sources.","1.The Wave theory of Sound: Equations of
fluid motion; Equations of Linear Acoustics; The Wave Equation; Complex
representation, waves of constant frequency; Plane Traveling Waves; Speed of
Sound; Acoustic Energy, Intensity and Source Power; Spherical Waves.2.Quantitative measures of Sound: Levels and
Decibel; Frequency Analysis; Frequency Weighting and Filters; Fourier Series
and Transfer Functions.3.Monopoles, Dipoles, Multipoles: Monopoles
and Green's Functions; Dipoles and Quadrupoles; Multipoles, radiation
efficiency, and the influence of source motion; Reciprocity;4.Aerodynamic Sound in unbounded flows:
Aerodynamic sound; Lighthill's acoustic analogy; The Ffowcs Williams-Hawkings
equation.; Curle's theory; Moving sources; Jet noise and its control.5.Sound generation in a fluid with rigid
boundaries: Influence of rigid boundaries; Special cases treated by the method
of compact Green's functions; Boundary layers and boundary layer noise;
Trailing edge noise; Sound generation by moving surfaces - rotor noise.6.Special topics: Automobile aeroacoustics; cavity
noise; Computational aeroacoustic",1 Final Exam,Classic ATHENS course,English,4,Assoc. Prof. Baha Zafer,,ITU Ayazağa CampusIstanbul,"Motor vehicles, ships and aircraft",Yes,March 2023,ITU08,https://register.athensnetwork.eu/courses/course-show/2717,Turkey
35,Norwegian University of Science and Technology,Sustainable Hydropower Development,"Students should be enrolled in a   master program in Renewable energy, electrical engineering, Civil Engineering   or equivalent.","Hydropower has been developed for more than 120 years, and accounts for around 16% of global electricity generation. Among the renewable technologies, hydropower is by far the dominant source of production, accounting for almost twice the volume of renewable power from solar and wind power together. Still, there is the potential to increase global hydropower generation, particularly in Asia, Africa, Central America, and South America, and hydropower will remain one of the main sources of renewable electricity, together with wind and solar power. According to the International Energy Agency (IEA) the installation of new hydropower will and must continue in order to reach climate emission targets. As hydropower is still the only large-scale renewable technology to provide regulated power, the role of hydropower might change into being the principal enabler of the integration of unregulated solar and wind power. In the light of climate change, hydropower is definitely part of the solution by offering significant potentials for reductions in carbon emissions, but will also be directly impacted due to potential change in the water resources available for power production.Though hydropower is now a mature technology, there is room for technological improvements and need for adaptation to new challenges, such as new market conditions, the increasing focus on sustainability, and the role in the water–energy–food nexus. Situated at the crossroads of two major issues for development (i.e. water and energy), hydro reservoirs can often deliver services beyond electricity supply, such as supply of water for irrigation and domestic consumption, water supply to the industry, flood control, navigation/transportation and recreation.The main objective of this course is to give the students an overview of hydropower technology, hydropower resources in Europe and globally, hydropower planning including environmental impacts of hydropower, and how it can contribute in sustainable development together with other renewables.",Day 1:The role of hydropower in the energy system Introduction to hydropower technologyHydrology – providing the fuel for hydropower Assessment of the hydropower potentialDay 2:Environmental impacts – hydrological changeEnvironmental impacts – barrier effectsVisit to Sagelva hydrological and meteorological stationsDay 3: Full-day excursion to hydropower sites in the regionDay 4: Environmental impacts mitigationHydropeaking operationsEnvironmental impact assessment proceduresSustainability assessment methodsHydropower technology and structuresDay 5:Numerical and physical hydraulic modelsDesign of hydraulic structuresSediment problems in reservoirs and waterwaysVisit to the hydraulic laboratoryPreparations for examExam (2 hours)The program can undergo changes.,"The exam will be written in ‘open   book’ format. This means that students are allowed to bring course notes,   books and papers to the exam room.",BIP (combination of one-week on-site course and additional hours of online program),English,3,Professor Tor Haakon Bakken,Tor Haakon Bakken &amp; Asli T. Bor (both NTNU),Department of Hydraulic and Environmental Engineering7491 Trondheim,"Architecture and town planningBuilding and civil engineeringChemical engineering and processesElectricity and energyElectronics and automationEnvironmental protection technologyFood processingMaterials (glass, paper, plastic and wood)Mechanics and metal tradesMining and extractionMotor vehicles, ships and aircraft",Yes,March 2023,NTNU1-BIP,https://register.athensnetwork.eu/courses/course-show/2718,Norway
36,Universidad Politecnica de Madrid,Multiple use of aromatic & medicinal plants,None,"This course
is issued within the framework of the ATHENS’s courses aiming at the
dissemination and the promotion of Medicinal and aromatics plants (MAPs) and
natural products.Knowledge
update: MAPs & essential oils (EOs) are mainly produced in Southern
countries but in in large amounts used in Northern countries where there is a
real lack of knowledge by potential end-users in many sectors concerned
(pharmaceuticals, cosmetics, food and beverages, phytopharmacy, etc.). In
response to the professional sector: There is a market niche to share the
promotion of MAPs & EO in different sectors as an opportunity of
entrepreneurship and sustainability against the climatic change","Day 1Topic 1. Introduction
and conceptsTopic 2.
Classification of medicinal and aromatic plantsTopic 3.
Cultivation of medicinal and aromatic plantsDay 2Topic
4.Organic cultivation of Medicinal and Aromatic PlantsTopic 5.
Raw MaterialTopic 6.
Active constituents in Medicinal and aromatic plantsDay 3Topic 7.
Essential oilsTopic 8.
Industrial use of aromatic and medicinal plantsTopic 9.
The medicinal and herb sectorDay 4Topic 10.
The food sectorTopic 11.
The perfume and cosmetic sectorsDay 5Laboratory practices (DIY soaps and essential
oils distillation)","Projects
& presentations: students are allowed to submit it by email until after the
course sessions end but no later than 30 days,",Classic ATHENS course,English,2,Carlos Calderón-Guerrero,Carlos Calderón-Guerrero,"ETSI de Montes, Forestal y del Medio Natural - C/ José Antonio Novais, nº 10Madrid",BiologyEnvironmental sciencesForestryNatural environments and wildlifePharmacy,Yes,March 2023,UPM149,https://register.athensnetwork.eu/courses/course-show/2719,Spain
37,Universidad Politecnica de Madrid,Exact String  Deterministic Patter Recognition,"Absolute
pre-requisites: programming (as language Phython is preferrable) and algorithms
courses. It’s advised that student have taken discrete mathematics courses or
linear algebra courses.","The
goal of this course is that the students acquire knowledge and skills to deal
with the basic problems in exact string deterministic pattern recognition as
well as its applications to others fields such MIR or data mining. The basic
problem in exact string pattern recognition is to find efficient algorithms
that, given a large string known as the text and a pattern of short length,
find whether the pattern is found in the text. Optimal algorithms will be
studied as well as generalizations of this basic problem. Applications of these
algorithms will be examined, too.","Algorithms, its description, correctness,
and time and space complexity.Introduction
and history of exact string deterministic pattern recognition.String
matching: basic algorithms, prefixes and suffixes, naïve algorithm, the
Rabin-Karp algorithm, and more general string recognition problems (2D pattern
recognition and wild-character recognition problem)Linear-time
algorithms for string pattern recognition: the Z-algorithm. The real-time
pattern recognition problem.Suffix trees. Ukkonen’s linear-time
algorithm.Suffix trees and its
applications. More complex problems: longest common substring of two strings,
the substring problem, the DNA contamination problem.Applications of these algorithms to other
fields: music information retrieval; computational linguistics.","Course
assessment: two programming projects to hand over plus a final exam.",Classic ATHENS course,English,2,Francisco Gómez Martín,Francisco Gómez Martín,ETS de Ingeniería y Sistemas Informáticos - C/ Alan Turing s/n - (Ctra. de Valencia Km 7)Madrid,Computer useMathematicsPersonal skills and developmentSoftware and applications development and analysis,Yes,March 2023,UPM150,https://register.athensnetwork.eu/courses/course-show/2720,Spain
38,Universidad Politecnica de Madrid,ENGINEERING OPEN-SOURCE MEDICAL DEVICES.,"Interest in
medical technology development.Interest in
computer-aided design technologies.Interest in
rapid prototyping (i.e. 3D printing, 4D printing, Arduino) technologies.No special
requisites apart from basic engineering knowledge or, alternatively, notions of
biology and medicine.All
engineering specialties are welcome.Students from other areas, including medicine
and biological sciences are also welcome.","The
course introduces the “engineering of open-source medical devices” and
is organized as aone-week design schoolwith 3 hours of lessons and
seminars and 3 hours of practical design work in teams. In one week, teams of
students will live through the specification, conceptual design, preliminary
prototyping and testing of different medical devices, and through hands-on
activities learn the fundamentals of medical technology engineering. New
co-creation methods and considerations for commercialization of medical
technology, both in the EU and in low- and middle-income settings, will be experienced.
Teamwork skills and design and manufacturing abilities will be fostered through
a project-based learning methodology.","Lessons:-Engineering
methodology for successful medical technologies.-Open-science
and open-innovation in healthcare.-Design
and manufacturing technologies for healthcare technologies.-Biomedical
materials for the smart implants of the future.-Research
trends: tissue engineering and biofabrication.Practical
seminars:-Teamwork
and project management.-Creativity
promotion.-Introduction
to digital flow in healthcare: print your own design.-Introduction
to Arduino for rapid prototyping involving biosignals.-Artificial
intelligence for innovative medical devices.Teamwork sessions:-Medical
need identification and product specification.-Medical
devices classification and detection of applicable standards.-Conceptual
design and computational modelling.-Rapid
prototyping and testing.-Communication
of results.Visits to UPM’s laboratories on: Product
Development, Composites and Nanocomposites, Manufacturing.","Evaluation
will rely on students’ teamwork activities during the week, which will result
in a final presentation and a conceptual medical device design, demonstrated
through a proof-of-concept prototype. There is no written exam, it is a
project-based learning course.",Classic ATHENS course,English,3,Andres Diaz Lantada,"Andres Díaz Lantada, Luis Ignacio Ballesteros Sánchez, Enrique Chacón Tanarro, Francisco Franco Martinez, Juan Manuel Munoz-Guijosa, Rocio Rodriguez Rivero.","ETSI de Industriales - C/ José Gutierrez Abascal, 2Madrid",Computer useMedical diagnostic and treatment technologyPersonal skills and development,Yes,March 2023,UPM151,https://register.athensnetwork.eu/courses/course-show/2721,Spain
39,Universidad Politecnica de Madrid,Pneumatic Architecture,"The student
must be enrolled in Bachelor's Degree in Architecture or Architectural Master,
PhD and other related degrees/courses, as well as show interest in the course
content.Students should bring their own laptop to the
sessions.","Acquisition
of technical knowledge of design and construction of pneumatic architectures","·
Theoretical introduction to pneumatic architecture· Design of
the 3D model· Pattern
and cut·
Conections· Assembly· Enjoy","Architectural
pneumatic project",Classic ATHENS course,English,1,Sálvora Feliz,"Sálvora Feliz, Marta Benito","Escuela Técnica Superior de Arquitectura de Madrid,  Avda Juan de Herrera,4. 28040Madrid","Architecture and town planningFashion, interior and industrial design",Yes,March 2023,UPM135,https://register.athensnetwork.eu/courses/course-show/2722,Spain
40,Technische Universität München,Automotive and Aerospace Design for Crashworthiness,"Basic knowledge of structural design (mainly aircraft, automotive), material modelling, and computational mechanics",Acquiring competences / understanding in:Crash test procedures and mechanics  (automotive and aerospace)Numerical simulations for crashStructural design and materials for crash (automotive and aerospace)Biomechanics for crashEthical and political aspects of crashGroup work and discussions on crash,See Objectives.Course times: Mon-Fri 9:00am-12:00pm; 13:00pm-16:30pm + technical visit (crash test facility),Student presentations on selected topics,Classic ATHENS course,English,3,Prof. Dr.-Ing. habil. Fabian DUDDECK,"Prof. Dr.-Ing. habil. Fabian DUDDECK
Guest lecturers from industry (e.g. AUDI, BMW)",Arcisstr. 21München,"Materials (glass, paper, plastic and wood)Mechanics and metal tradesMotor vehicles, ships and aircraftPersonal skills and developmentPhilosophy and ethicsPhysics",Yes,March 2023,TUM 0323-01,https://register.athensnetwork.eu/courses/course-show/2723,Germany
41,Universidad Politecnica de Madrid,Biotechnological Applications of Stem Cells: no smoke and mirrors.,"The required knowledge for correct understanding of the course includes basic concepts of cellular and molecular biology. Students should also have their own laptop available for projects outside of the classroom, computers will be provided in class whenever necessary.","The proposed course will study the origin, classification, sources and applications of stem cells, with particular focus on the current limitations of this material as well as their future applications. To this end we will center the course on the following concrete objectives:a. Study and compare the characteristics and applications of stem cells base d on their distinct origin.b. Present and evaluate the different specific methods for stem cell application: advantages and limitations.c. Study and compare the characteristics of normal stem cells to tumoral stem cells.d. Discuss ethical limitations and considerations of their study and use.","DocsIntroduction to the course. Presentation of contents, methodology and evaluation method. Introduction to the the Moodle workspace.1. Regenerative medicine. Concept of stem cell and quiescent cell. Potential applications of stem cells in regenerative therapy (1 hour).Discussion of practical applications currently in use: advantages and disadvantages1.1 Cardiac disease and the hematopoietic system (1 hour)1.2 Skin (1 hour)1.3 Diabetes (1 hour)1.4 Central nervous system (1 hour)2. Characteristics of stem cells.2.1 Self-renewal signals and signal reception2.1.1 Growth factors and mitogens: SCF, MG-SCF, G-CSF, EGF, bFGF, FGF8, Soni Hedgehog (2 hours)2.1.2 Self-renewal signalling pathways: Wnt, Notch, BMI, PEDF (2 hours)2.2 Cell cycle: cyclins, Cdks, kinase inhibitors. Role in proliferation and self-renewal (2 hours)2.3 Survival vs apoptosis in quiescent cells. Nfkb, PI3K, p38, MAPK, AKT (2 hours)3. Umbilical cord stem cells. 2 applications and technologies: VidaCord and LIFELENGTH (1 hour)3.1 Visit VidaCord (2 hours)3.2 Visit Promega (2 hours)4. Concept of the cancer stem cell (1 hour)4.1 Origin of the neoplastic event. Epigenetics vs mutation (1 hour)4.2 Relapse and minimal residual disease. Directed drugs. Antibodies in anti-neoplastic therapy (1 hour)4.3 Resistance to chemotherapy and radiotherapy (1 hour theory, 1 hour discussion)4.4 Effects of chemotherapeutics on cancer stem cells versus tumoral cells (1 hour)Lab 1: Purification of cáncer stem cells using immunomagnetism. Study of cell cycle and self-renewal via dose-response assays. Part I (2 hours)Lab 2: Isolation of hematopoietic stem cells (2 hours)Lab 3: Study of cell cycle and self-renewal via dose-response assays. Quantification using MTT. Part II (2 hours)",Evaluation of course contents will be done via a multiple-choice test and a project in the form of a Scientific poster. Oral presentation of the poster is optional. The poster can be submitted electronically up to 30 days after the course sesión has ended.,Classic ATHENS course,English,2,Maria del Carmen Ramírez Castillejo.,"Maria del Carmen Ramírez Castillejo. Clara Gavira O’Neil,  Nicolás Alegría Aravena, Marta Sánchez Díez, Raquel González Martos, Josefa Quiroz Troncoso, Javier Domingo","ETS de Ingenería Agronómica, Alimentaria y de Biosistemas - Av/ Puerta del Hierro 2. Ciudad UniversitariaMadrid",BiochemistryBiology,Yes,March 2023,UPM137,https://register.athensnetwork.eu/courses/course-show/2724,Spain
42,Universidad Politecnica de Madrid,MADRID 1972-2022 Architecture and urbanscape: an analytic approach,"Interest
in critical understanding of the modernist phenomena in architecture, as well
as curiosity of knowing one of its peripherical European approaches.Graphic
skills enough to address critical approaches and express ideas on architecture.Capacity
to read architecture or urban design, both in-site visits and technical
documents.Broad
cultural and social interest.Analytical and critical orientation.","(1)In-depth reading of the most
significant architecture and urban design made in Madrid in the last 50 years.(2)Exploring advanced methodologies to
express critical ideas in architecture and urbanscape.(3)   Deepening knowledge about Madrid and Spanish modern
architecture experiences, through different cultural and interdisciplinary approaches.","The
workshop will address the most significant architecture and urban design of the
last five decades in Madrid, from Rafael Moneo´s Bankinter building to Norman
Foster´s intervention in an old industrial warehouse for Acciona campus. To ensure
a comprehensive understanding of these 50 years and, at the same time, endeavor
in-depth readings of its complexity, we will combine short lectures with
laboratory times and visits to the buildings. They will be combined as follows:Day 1-Introductory
lecture: Madrid and its postmodern-Laboratory-In
site visitDay 2-In
site visit-Lecture
2: Supermodernism and poetical new modernism-LaboratoryDay 3-Laboratory-Lecture
3: Alternative postmodern-Review
workshopDay 4-In
site visit-Lecture
4: Rehab-LaboratoryDay 5-Laboratory
and print-Final
presentation and review","Final
presentation and work file (to be delivered by e-mail 7 days after the end of
the workshop)",Classic ATHENS course,English,3,Angel Cordero Ampuero Profesor Contratado Doctor (Associated Professor),"-	Angel Cordero Ampuero (angel.cordero@upm.es)
-	Héctor Navarro Martínez (hector.navarro@upm.es)
-	Marta Muñoz Martín (marta.munozm@upm.es)",Escuela Técnica Superior de Arquitectura de Madrid (ETSAM) - Avda Juan de Herrera 4 -Madrid,Architecture and town planning,Yes,March 2023,UPM145,https://register.athensnetwork.eu/courses/course-show/2725,Spain
43,Universidad Politecnica de Madrid,Spanish economy and navigation in the 15th to 18th centuries,None,"Introduce
the students to main milestones in Spanish navigation history as key events in
universal history.","Lessons1.The world in the XV century. The
discovery of America.2.The
Portuguese and Spanish empires. The Treaty of Tordesillas, 1494.3.Commerce
and Navigation. The economic impact of international spice trade.4.An
opportunity for the epic: the first circumnavigation of the World (10 August
1519 - 8 September 1522).5.The
organization of a maritime expedition. Economic factors.6.The
discovery of Pacific Ocean in 1513 and the Pacific Ocean turnaround in 1564.7.Spanish
navigation in XVI and XVII centuries.8.The
conquest of America: the Spanish legacy. Laws, private property and
universities.9.The
spanish navy of the 18th century.10.The
ships.11.The crew and the important people.Visits1.Naval Museum.2.National
Center for Geographic Information.3.AGNYEE – Replicating the adventure
2019-2022– PROS ship(virtual visit).Lectures1.Teamwork – cooperative, gets along
with other, supportive, leadership.2.      Communication – oral speaking, presenting,
writing.","Team
work and presentation",Classic ATHENS course,English,1,David Díaz Gutierrez,"Rodrigo Pérez, Alberto Camarero, Jesús Valle, Ángel Fernández, Luis Vilches, Diego Fernández, Simone Saettone, Rafael D’Amore, José Ignacio Parra",ETSI Navales - Avenida del Arco de la Victoria 4 -Madrid,"EconomicsHistory and archaeologyManagement and administrationMilitary and defenceMotor vehicles, ships and aircraftPersonal skills and developmentSociology and cultural studiesTransport services",Yes,March 2023,UPM152,https://register.athensnetwork.eu/courses/course-show/2726,Spain
44,Universidad Politecnica de Madrid,Digitalization strategies in the transportation sector for the sustainable promotion of international tourism.,"Basic
knowledge about the economy, transportation, and tourism sector.","Over
the past years, the entire travel industry of the modern leisure sector has been
facing the challenge of sustainability through investments in more sustainable mobility
solutions that can deliver environmental, social, and economic benefits beyond greenhouse
gasreductions.
Hence, the key issue is encouraging investment in affordable, sustainable, and
environmentally friendly transport modes (air, rail, road, and naval for maritime
and inland waterways).SYLLABUSLecture
topics:- Impact of air transportation and tourism in
different sectors of the economy.- Identify the main variables affecting air
transport and tourism.- Different methodologies for predictive
analysis of demand applied to different flows of pax and tourists, modes of
transportation, and flows of cargo and mail.- Review of various examples based on
methodology applied in several cases using hub & spoke strategies.Practical session:- Case study analysis where team groups must prepare
a presentation on any of the following topics:•Spanish
domestic market: The case of passenger transport services between Madrid and Barcelona,
the air corridor versus railway.•Korean
domestic market: Scheduled transport services on the air route betweenJeju InternationalAirport
(IATA: CJU, ICAO: RKPC) and Gimpo International Airport (IATA: GMP, ICAO: RKS).•US domestic
route: Scheduled transport services on the air route between Harry Reid
International Airport (IATA: LAS, OACI: KLAS) and Los Angeles International
Airport (IATA:LAX, OACI: KLAX).•Main flows of tourism in the EU single market
according to each mode of transportation.•Air corridors
between South America and the EU.","From 13 March
2023 to 17 March 2023One
opening session (2 h) including a guided tour lasting some 60 minutes to groups
of up to 25 people in the representative building of the Chamber of Commerce in
Madrid.Introductory
session on the transportation sector and tourism industry (6 h)Three
lecture sessions (6 h each).One
practical workshop on case studies (6 h).(To be confirmed) Up to two guided tours lasting
some 120 minutes to groups of up to 50 people in facilities of leading firms in
the transportation sector.","Short
essay (up to 4 pages).Multiple-choice examination (up to 40 questions)",Classic ATHENS course,English,1,Antonio Martínez Raya,"Antonio Martínez Raya, Rafael Eugenio González Díaz, Alejandro Segura De la Cal.","ETS de Ingeniería Aeronáutica y del Espacio -  Plaza del Cardenal Cisneros, 3 -Madrid",EconomicsManagement and administrationTransport services,Yes,March 2023,UPM153,https://register.athensnetwork.eu/courses/course-show/2727,Spain
45,Politecnico di Milano,Global warming and Ecological Milan! 10th Edition,"course
for Architects, designers, and creative thinkersREQUIRED
graphic skills, video making practice","Every
catastrophe could be also considered positively as an opportunity, to learn
from, enjoy its anticipation and live through if the society is ready for.
Today, it is inevitable that every city around the world has to face directly
or indirectly the 21st-century impact of global warming. Milan maybe
may not seem to be in the front line, yet, it has all potentials to become one
of the frontiers of resilience.The
course will analyze the main parameters of global warming and Milan case
reactions and anticipations, in both public and institutional levels. As all
collective and individual decisions and actions, fashionable or modest count,
Milan case will be explored from diverse and cross disciplinary point of views.
The course will criticize in specific the evolution of last 15 years of Milan
toward resilience scenarios especially during covid-19 pandemic and post
pandemic period.The
student will work on a short research (visual and/or textual) essay to be
agreed with the professor. The subject will be related to contemporary Milan
response to global warming, with a specific focus on daily routines. It will
include research, images and short movies. The evaluation will consider the
layout quality of the research work.The
student will conceptualize a critical reflection and the hypothesis of target
group(s). The steps of investigation and documentation on will be planned in
advance with the professor. The student will represent, through graphic work,
the outcomes of the research essay. Graphic and scientific quality will also be
considered in the evaluation of the work.","Presentation of the courseGlobal warming issues and
concerns20th century MilanGlobal warming concernsGreen MilanSustainability and resilienceGlobal warming and daily lifeMilan Architecture and Global
warmingMilan Architects and Global
warmingMilan activists and Global
warmingSpecific interviewDraft of daily schedule: Day 1. Monday: 9:30: Meeting in our classroom 10:00 – 11:00 introduction lecture 11:00 – 11:30 group making 11:30 – 13:00 group work/brainstorming 13:00 – 14:00 lunch break 14:30 – visit to Milan Day 2. Tuesday: 09:30 – 12:00 – group work, data collection 12:00 – 13:30 – reviews 13:30 – 14:30 – lunch break 14:30 – 17:30 – site visit by groups 17:30 – 19:30 – reviews on site Day 3. Wednesday: 10:00 – 11:00 – lecture and discussion 11:30 – 12:00 – group work 12:00 – 13:30 – intermediate presentation 13:30 – 14:30 – lunch break 14:30 – 19:30 – group work and reviews Day 4. Thursday: 09:30 – 13:30 – group work or site revisit 13:30 – 14:30 – lunch break 14:30 – 19:30 – group work and reviews Day 5. Friday: 09:30 – 13:00 – group work 13:30 – 14:30 – lunch break 14:30 – 17:00 – group work for final presentation 17:00 – 19:30 – final presentation and the conclusion of workshop Debates: Global warming issues and concerns 20th century Milan Global warming concerns Green Milan Sustainability and resilience Global warming and daily life Milan Architecture and Global warming Milan Architects and Global warming Milan activists and Global warming Specific interview""Think like a forest. Diluting the boundaries between nature and city"", ZARCH: Journal of interdisciplinary studies in Architecture and Urbanism, 14 (June 2020): 14-31. digital version: 2387-0346. https://doi.org/10.26754/ojs_zarch/zarch.2020144441 ""Eat the City"" in Ecoweek: the Book #1: 50 Voices for Sustainability, ed. E. Messinas & D. Price, Athens: Ecovweek.Org, 2017. Elizabeth Kolbert, The Sixth Extinction. An Unnatural History, London: Bloomsbury, 2014. Richard Ingersoll, ""The Ecology Question and Architecture"", in The SAGE Handbook of Architectural Theory, London: 2012. Peter Calthorpe, Urbanism in the Age of Climate Change, Washington: Island Press, 2011. Paul Hawken, Amory Lovins, L. Hunter Lovins, Natural Capitalism: Creating the Next Industrial Revolution, Boston: Little, Brown and Company, 1999. Further readings will be given according the chosen research.",The students will present the outcomes of their research essay. Graphic and scientific quality will also be considered in the evaluation of the work as well as the effectiveness of their research communication/presentation.,Classic ATHENS course,English,3,Paolo SCRIVANO (paolo.scrivano@polimi.it),Arian Heidari Afshari (arian.heidari@polimi.it),"Politecnico di Milano, campus Leonardo, p.zza Leonardo Da Vinci 32, MilanoMilan",Architecture and town planningEnvironmental sciencesPersonal skills and developmentPhilosophy and ethicsSociology and cultural studies,Yes,March 2023,POLI37,https://register.athensnetwork.eu/courses/course-show/2728,Italy
